solute,solvent,dominant_interaction,dominant_feature_group,abs_error
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOC(C)=O,MinPartialCharge,Solute,0.1116435198738075
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOC(C)=O,MinPartialCharge,Solute,0.12959723827909841
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOC(C)=O,MinPartialCharge,Solute,0.13908816053658246
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOC(C)=O,MinPartialCharge,Solute,0.14146357380502672
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOC(C)=O,MinPartialCharge,Solute,0.15245107037020267
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOC(C)=O,MinPartialCharge,Thermo,0.13909440376721016
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOCCO,abraham_B,Thermo,0.2662210663316131
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOCCO,abraham_B,Thermo,0.2573136233724621
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCOC=O,MinPartialCharge,Solute,0.2907387382561585
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCOC=O,MinPartialCharge,Thermo,0.2655383751581941
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCOC=O,MinPartialCharge,Thermo,0.25478854435874576
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,COCCO,MolLogP,Solvent,0.2913829036598691
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,COCCO,MolLogP,Solvent,0.2545887046146344
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,COCCO,MolLogP,Solvent,0.2190112668490355
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,COCCO,MolLogP,Solvent,0.18749977123518968
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,COCCO,MolLogP,Solvent,0.16404532687036957
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,COCCO,MolLogP,Solvent,0.16607174514575876
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,abraham_B,Interact,0.1013122537703337
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,abraham_B,Interact,0.1091139212297958
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,abraham_B,Interact,0.1198352183238498
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,abraham_B,Interact,0.1361240429005437
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,abraham_B,Thermo,0.1516680172540048
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,abraham_B,Thermo,0.15553189185038319
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,abraham_B,Thermo,0.16181261565175697
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,abraham_B,Thermo,0.162558740277575
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,abraham_B,Thermo,0.16045785394317358
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,MinPartialCharge,Solvent,0.2366666358171876
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,MinPartialCharge,Solvent,0.19171571059939652
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,MinPartialCharge,Solvent,0.16616427525273103
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,MinPartialCharge,Solvent,0.1101812496904171
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,MinPartialCharge,Solvent,0.07804077827050415
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,MinPartialCharge,Thermo,0.06344622962745694
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,MinPartialCharge,Thermo,0.007124592859438561
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,MinPartialCharge,Thermo,0.0499927513153402
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,MinPartialCharge,Thermo,0.10405933648654064
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CC(=O)CC(C)=O,NumHDonors,Solute,0.24063344279843663
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CC(=O)CC(C)=O,NumHDonors,Solute,0.2647570537807664
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,ClCCl,abraham_B,Solute,0.26540032317258444
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,ClCCl,abraham_B,Solute,0.12180065091465431
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,ClCCl,abraham_B,Solute,0.028857960095339252
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,ClCCl,abraham_B,Solute,0.13326487671691828
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,ClCCl,abraham_B,Solute,0.21388098099368735
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,ClCCl,abraham_B,Solute,0.2754178721349364
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.1302319677219968
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.1275493513980407
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.11434393218658201
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.09169255087265121
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.08316219140858636
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.060874798321038454
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.042532446263813736
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.026434371117906252
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.0022622721276066605
CNc1nc(C)nc(OC)n1,OCCO,MolLogP,Solute,0.018073804243547577
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.17244233284483174
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.13554669018539095
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.08936402233127626
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.03164617207062467
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.021814697204118272
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.014003616822731546
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.038477964202213555
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.04842209723989682
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.12942320307198452
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.06443996212042957
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.005943512643813764
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.0741433290932989
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.047993276949257924
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.05663629815011706
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCOCC,TPSA,Solute,0.04382163608402212
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.07404794891969003
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.014594311036396329
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.030649546871152733
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.034175696537764366
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.09185750707218565
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.08664160245994379
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.13443155570527
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.14449642474615
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.19471014269555653
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.010540499566318529
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.06343409878927353
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.0056162535972986705
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.03341832179314319
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClC(Cl)(Cl)Cl,Halogen,Solute,0.008869415749687803
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClCCl,TPSA,Solute,0.2768332263802279
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClCCl,TPSA,Solute,0.28278248505729664
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClCCl,TPSA,Solute,0.21119894814159557
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClCCl,TPSA,Solute,0.22705310861097783
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClCCl,TPSA,Solute,0.1780257171124462
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,ClCCl,TPSA,Solute,0.21237123943044178
COC(=O)C(N)c1ccc(O)cc1,CCCOC(C)=O,MinPartialCharge,Thermo,0.21925471799703122
COC(=O)C(N)c1ccc(O)cc1,CCCOC(C)=O,MinPartialCharge,Thermo,0.17087175152137357
COC(=O)C(N)c1ccc(O)cc1,CCCOC(C)=O,MinPartialCharge,Thermo,0.0851236521970562
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,CCOCCOCCO,abraham_B,Solvent,0.28522921203666707
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,CCOCCOCCO,abraham_B,Thermo,0.2716214968253374
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,CCOCCOCCO,abraham_B,Thermo,0.29740016256822344
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,OCCO,abraham_B,Solvent,0.11435092770155197
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,OCCO,abraham_B,Thermo,0.10336829967555561
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,OCCO,abraham_B,Thermo,0.06354389858083476
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,OCCO,abraham_B,Thermo,0.012681312014996227
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,OCCO,abraham_B,Thermo,0.07926288046432806
COC(=O)C=CC(=O)OC,CC(O)CO,HeavyAtomCount,Thermo,0.1513484601728603
COC(=O)C=CC(=O)OC,CC(O)CO,HeavyAtomCount,Thermo,0.006355187722949129
COC(=O)C=CC(=O)OC,CC(O)CO,HeavyAtomCount,Thermo,0.15229335426928073
COC(=O)C=Cc1cc(OC)c(O)c(OC)c1,CC(C)(C)O,abraham_B,Solute,0.004210591209018455
COC(=O)C=Cc1cc(OC)c(O)c(OC)c1,CC(C)(C)O,abraham_B,Solute,0.004797247617114975
COC(=O)C=Cc1cc(OC)c(O)c(OC)c1,CC(C)(C)O,abraham_B,Solute,0.273341200217267
COC(=O)C=Cc1cc(OC)c(O)c(OC)c1,CCC(C)(C)O,abraham_B,Solute,0.06590468630937174
COC(=O)C=Cc1cc(OC)c(O)c(OC)c1,CCC(C)(C)O,abraham_B,Solute,0.07936348735254661
COC(=O)C=Cc1cc(OC)c(O)c(OC)c1,CCC(C)(C)O,abraham_B,Solute,0.28075525568500015
COC(=O)C=Cc1ccc(O)cc1,CC(C)(C)O,abraham_B,Solute,0.183141301691782
COC(=O)C=Cc1ccc(O)cc1,CC(C)(C)O,abraham_B,Solute,0.16477868220877256
COC(=O)C=Cc1ccc(O)cc1,CC(C)(C)O,abraham_B,Solute,0.14755780627452425
COC(=O)C=Cc1ccc(O)cc1,CC(C)(C)O,abraham_B,Solute,0.11643789827544637
COC(=O)C=Cc1ccc(O)cc1,CC(C)(C)O,abraham_B,Solute,0.11681944077210371
COC(=O)C=Cc1ccc(O)cc1,CCC(C)(C)O,abraham_B,Solute,0.16068768535764527
COC(=O)C=Cc1ccc(O)cc1,CCC(C)(C)O,abraham_B,Solute,0.11586825924938648
COC(=O)C=Cc1ccc(O)cc1,CCC(C)(C)O,abraham_B,Solute,0.1355035665785479
COC(=O)C=Cc1ccc(O)cc1,CCC(C)(C)O,abraham_B,Solute,0.1126597203614412
COC(=O)C=Cc1ccc(O)cc1,CCC(C)(C)O,abraham_B,Solute,0.10166451831420334
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.05562857592934689
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.050010145669266315
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.013625003790851409
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.005626907011441196
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.013048604708991496
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.036385524083557774
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.05245759879428413
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.059302417130794094
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.05128647066676395
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.007144831469102497
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CN1CCCC1=O,NumHDonors,Solvent,0.0770344856652283
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Solvent,0.050081371138545716
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Solvent,0.0037892832418395805
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Solvent,0.04285044447421127
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Solvent,0.07260294635639708
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Solvent,0.09920926969318122
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Solvent,0.10350459067587314
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Thermo,0.110620242958819
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Thermo,0.10863913174950413
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Thermo,0.142525409539775
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,OCCO,MolLogP,Thermo,0.22827486546834352
COC(=O)c1c(C)cc(O)c(C)c1O,CC(C)CCO,abraham_B,Solute,0.2158100926126518
COC(=O)c1c(C)cc(O)c(C)c1O,CC(C)CCO,abraham_B,Solute,0.13748618720732014
COC(=O)c1c(C)cc(O)c(C)c1O,CC(C)CCO,abraham_B,Solute,0.09359726189898641
COC(=O)c1c(C)cc(O)c(C)c1O,CC(C)CCO,abraham_B,Solute,0.030714727909191053
COC(=O)c1c(C)cc(O)c(C)c1O,CC(C)CCO,abraham_B,Solute,0.03149921656536839
COC(=O)c1c(C)cc(O)c(C)c1O,CC(C)CCO,abraham_B,Solute,0.05249810494635063
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,MinPartialCharge,Solute,0.1250982220597492
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,MinPartialCharge,Solute,0.11342077712693788
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,MinPartialCharge,Solute,0.10985514518652761
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,MinPartialCharge,Solute,0.09551633956365502
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,MinPartialCharge,Solute,0.09682141639050246
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,MinPartialCharge,Solute,0.0933202283787763
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,MinPartialCharge,Solute,0.0904624465917937
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,MinPartialCharge,Thermo,0.08664908193697907
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,MinPartialCharge,Thermo,0.06674314907626588
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,MinPartialCharge,Solvent,0.06655104471239615
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,MinPartialCharge,Solvent,0.0747392422729668
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,MinPartialCharge,Solute,0.08420181255664694
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,MinPartialCharge,Solute,0.10033016719154997
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,MinPartialCharge,Solute,0.10319912724416391
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,MinPartialCharge,Solute,0.11230367460649143
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,MinPartialCharge,Solute,0.11618285174311727
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,MinPartialCharge,Thermo,0.12056916537607237
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,MinPartialCharge,Thermo,0.14003212838974755
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,MinPartialCharge,Solute,0.23897398464891473
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,MinPartialCharge,Solute,0.2209513550356622
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,MinPartialCharge,Solute,0.20540299148991448
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,MinPartialCharge,Solute,0.18267070554493958
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,MinPartialCharge,Solute,0.17754405215476676
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,MinPartialCharge,Solute,0.16875111419967448
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,MinPartialCharge,Solute,0.16430726914453025
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,MinPartialCharge,Solute,0.15689996037131593
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,MinPartialCharge,Thermo,0.13687437345224568
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,MinPartialCharge,Solvent,0.17184634338793825
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,MinPartialCharge,Solvent,0.15470838055010694
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,MinPartialCharge,Solvent,0.14347545826006647
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,MinPartialCharge,Solvent,0.1290910644566442
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,MinPartialCharge,Solvent,0.12220089716018567
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,MinPartialCharge,Solvent,0.10738419800391552
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,MinPartialCharge,Solute,0.1016978933050331
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,MinPartialCharge,Thermo,0.09370912731723641
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,MinPartialCharge,Thermo,0.07325321315839556
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,MinPartialCharge,Solute,0.054823635844217344
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,MinPartialCharge,Solute,0.03973655754264371
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,MinPartialCharge,Solute,0.03527265933673318
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,MinPartialCharge,Solute,0.020394771801178768
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,MinPartialCharge,Solute,0.022320204788075948
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,MinPartialCharge,Solute,0.0168777040181185
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,MinPartialCharge,Solute,0.0005216388730778787
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,MinPartialCharge,Thermo,0.015556610808608762
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,MinPartialCharge,Thermo,0.0035665238552674006
COC(=O)c1ccc(C(=O)OC)cc1,O=C1CCCCC1,NumHDonors,Solvent,0.292784078132073
COC(=O)c1ccc(C(=O)OC)cc1,O=C1CCCCC1,NumHDonors,Solvent,0.2728725566563407
COC(=O)c1ccc(C(=O)OC)cc1,O=C1CCCCC1,NumHDonors,Solvent,0.2646683207184591
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.07293993205002214
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.05632869188226031
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.028775298763599022
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.0031133108384466257
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.013862722899469493
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.01614127913843555
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.012656837247913832
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.019537127300383872
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.003299257449434656
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.032441126023226685
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.04786775470226695
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.06550441954042979
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CC(=O)N(C)C,TPSA,Solvent,0.08798545221253037
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.2800663457632823
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.24891455235060428
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.21039102050125902
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.18499501482990455
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.16153629178140155
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.1256240401754708
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.13509823069648566
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.11981574228876571
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.1341066754309487
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.15373695236527352
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.1764654030443454
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.19082995604594233
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CN1CCCC1=O,TPSA,Solvent,0.20608003396949442
